MistoPoskytovaniId,ZdravotnickeZarizeniId,Kod,NazevZarizeni,DruhZarizeni,Obec,Psc,Ulice,CisloDomovniOrientacni,Kraj,KrajCode,Okres,OkresCode,SpravniObvod,PoskytovatelTelefon,PoskytovatelFax,PoskytovatelEmail,PoskytovatelWeb,Ico,TypOsoby,PravniFormaKod,KrajCodeSidlo,OkresCodeSidlo,ObecSidlo,PscSidlo,UliceSidlo,CisloDomovniOrientacniSidlo,OborPece,FormaPece,DruhPece,OdbornyZastupce,Lat,Lng
228199,139911,4.96212E+13,"BENU Česká republika s.r.o., BENU lékárna",Lékárna,Praha 8,18200,Střelničná,2270/46,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,,4.20733E+11,4.20733E+11,p.jiristova@benu.cz,http://www.benu.cz,49621173,2,112,CZ010,CZ0100,Praha 15,10200,K pérovně,945/7,praktické lékárenství,,lékárenská péče,"Aleš Polák, Lenka Pospíchalová, Soňa Francová",50.12710289,14.48246213
228190,139906,9.74208E+12,Urologie Petrská s.r.o.,Samostatná ordinace lékaře specialisty,Praha 1,11000,Petrská,1426/1,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,,4.20607E+11,,,,9742077,2,112,CZ010,CZ0100,Praha 1,11000,Petrská,1426/1,urologie,ambulantní péče,,Daniela Horčíková,50.09131825,14.43248603
121877,139900,64190000000,Fakultní Thomayerova nemocnice,"Fakultní nemocnice, Porodnice, Léčebna pro dlouhodobě nemocné (LDN), Léčebna tuberkul.a respir.nemocí (TRN), Zařízení LPS",Praha 4,14000,Vídeňská,800,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 4,4.20261E+11,,info@ftn.cz,http://www.ftn.cz,64190,2,331,CZ010,CZ0100,Praha 4,14000,Vídeňská,800,"dětská neurologie, dětská neurologie, Fyzioterapeut, Fyzioterapeut, Klinický logoped, Klinický logoped, Klinický logoped, Klinický psycholog, Klinický psycholog, Klinický psycholog, Nutriční terapeut, Ergoterapeut, Všeobecná sestra, Všeobecná sestra, Všeobecná sestra, urogynekologie, urogynekologie, urogynekologie, urgentní medicína, sexuologie, paliativní medicína, onkourologie, onkourologie, onkourologie, onkochirurgie, onkochirurgie, onkochirurgie, neonatologie, neonatologie, neonatologie, klinická výživa a intenzivní metabolická péče, klinická výživa a intenzivní metabolická péče, klinická výživa a intenzivní metabolická péče, koloproktologie, koloproktologie, koloproktologie, klinická osteologie, klinická farmakologie, klinická farmakologie, klinická farmakologie, intenzívní medicína, intenzívní medicína, intenzívní medicína, hrudní chirurgie, hrudní chirurgie, foniatrie, foniatrie, dorostové lékařství, dětská urologie, dětská urologie, dětská pneumologie, dětská pneumologie, dětská pneumologie, dětská otorinolaryngologie, dětská otorinolaryngologie, dětská nefrologie, dětská nefrologie, dětská nefrologie, dětská kardiologie, dětská kardiologie, dětská kardiologie, dětská gastroenterologie a hepatologie, dětská gastroenterologie a hepatologie, dětská gastroenterologie a hepatologie, dětská a dorostová psychiatrie, dětská a dorostová psychiatrie, angiologie, angiologie, angiologie, algeziologie, nemocniční lékárenství, laboratorní a vyšetřovací metody ve zdravotnictví, klinická farmacie, ortodoncie, orální a maxilofaciální chirurgie, všeobecné praktické lékařství, zubní lékařství, vnitřní lékařství, vnitřní lékařství, vnitřní lékařství, urologie, urologie, urologie, traumatologie, traumatologie, traumatologie, revmatologie, revmatologie, revmatologie, rehabilitační a fyzikální medicína, rehabilitační a fyzikální medicína, rehabilitační a fyzikální medicína, radiologie a zobrazovací metody, radiologie a zobrazovací metody, radiologie a zobrazovací metody, psychiatrie, radiační onkologie, radiační onkologie, radiační onkologie, radiační onkologie, pneumologie a ftizeologie, pneumologie a ftizeologie, pneumologie a ftizeologie, pneumologie a ftizeologie, plastická chirurgie, plastická chirurgie, patologie, otorinolaryngologie a chirurgie hlavy a krku, otorinolaryngologie a chirurgie hlavy a krku, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, oftalmologie, oftalmologie, neurologie, neurologie, neurologie, neurologie, neurochirurgie, neurochirurgie, neurochirurgie, nefrologie, lékařská mikrobiologie, lékařská genetika, klinická onkologie, klinická onkologie, klinická onkologie, klinická onkologie, klinická onkologie, klinická biochemie, kardiologie, kardiologie, kardiologie, infekční lékařství, infekční lékařství, chirurgie, chirurgie, chirurgie, chirurgie, hygiena a epidemiologie, hematologie a transfúzní lékařství, gynekologie a porodnictví, gynekologie a porodnictví, gynekologie a porodnictví, geriatrie, geriatrie, geriatrie, gastroenterologie, gastroenterologie, gastroenterologie, endokrinologie a diabetologie, endokrinologie a diabetologie, endokrinologie a diabetologie, dětské lékařství, dětské lékařství, dětské lékařství, dětská chirurgie, dětská chirurgie, dětská chirurgie, dětská chirurgie, dermatovenerologie, cévní chirurgie, cévní chirurgie, cévní chirurgie, anesteziologie a intenzivní medicína, anesteziologie a intenzivní medicína, alergologie a klinická imunologie, alergologie a klinická imunologie, alergologie a klinická imunologie","akutní lůžková péče intenzivní, akutní lůžková péče standardní, ambulantní péče, jednodenní péče, následná lůžková péče - standardní, specializovaná ambulantní péče, stacionární péče, zdrav. péče poskytovaná ve vlastním soc. prostředí pacienta - domácí péče - ošetřovatelská, zdrav. péče poskytovaná ve vlastním soc. prostředí pacienta - umělá plicní ventilace","lékárenská péče, zdravotnická dopravní služba","Mgr. Jaroslava Mrkvičková, MBA, Mgr. Šnajdrová Hana, MUDr. Karel Kameník, CSc., MUDr. Tom Philipp, Ph.D., MBA, Petra Petrlíková, PhDr. Dana Krejčířová",50.02977639,14.45782298
228176,139894,9.7649E+12,"Physis, s.r.o.",Samostatná ordinace lékaře specialisty,Praha 8,18100,Ústavní,98,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,,4.20284E+11,,martin.petrovsky@bohnice.cz,,9764895,2,112,CZ010,CZ0100,Praha 8,18100,Ústavní,98,"psychiatrie, neurologie",ambulantní péče,,Martin Petrovský,50.13634088,14.42560844
228177,139888,9.1104E+12,Psychiatrie Osmička s.r.o.,Samostatná ordinace lékaře specialisty,Praha 8,18200,Uzavřená,167/1,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,,,,centrumpsychiatrie@gmail.com,,9110402,2,112,CZ010,CZ0100,Praha 8,18200,Uzavřená,167/1,psychiatrie,ambulantní péče,,Tereza Škrábalová,50.12216621,14.45223536
228178,139887,9.7256E+12,LM Dent s.r.o.,Samostatná ordinace PL - stomatologa,Praha 9,19900,Místecká,454,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,,,,Lenka.Mullnerova@email.cz,,9725598,2,112,CZ010,CZ0100,Praha 9,19700,Vitíkova,754/9,zubní lékařství,ambulantní péče,,Lenka Müllnerová,50.13991999,14.50677939
228182,139886,6.62245E+12,FYMC.cz s.r.o.,Samostatná ordinace lékaře specialisty,Praha 2,12000,U Kanálky,1585/9,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,,,,"b.bartova@fymc.cz, recepce@fymc.cz",,6622445,2,112,CZ010,CZ0100,Praha 7,17000,Tusarova,1266/11,"angiologie, dermatovenerologie",ambulantní péče,,Silvia Adámková,50.07817554,14.44578982
228175,139880,2.35036E+12,MUDr. Jan Ledecký,Samost. ordinace všeob. prakt. lékaře,Praha 4,14000,Nad studánkou,1018/9,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,,,,ordinace@jledecky.cz,www.jledecky.cz,2350360,1,,CZ010,CZ0100,Praha 4,14000,Nad studánkou,1018/9,všeobecné praktické lékařství,ambulantní péče,,,50.05516681,14.44218446
228181,139878,7.6011E+13,Mgr. Marek Jiroš,Samostatné zařízení fyzioterapeuta,Praha 2,12000,Dittrichova,353/3,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,,,,"jiros.marek@seznam.cz,jiros@ortofit.cz",,76010988,1,,CZ051,CZ0512,Jablonec nad Nisou,46601,U Srnčího dolu,3252/38,"Fyzioterapeut, Fyzioterapeut","ambulantní péče, zdrav. péče poskytovaná ve vlastním soc. prostředí pacienta - domácí péče - ošetřovatelská",,,50.07383218,14.41615453
228171,139877,2.47864E+13,FortMedica s.r.o.,Samostatná ordinace lékaře specialisty,Praha 5,15000,Kartouzská,204/6,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,,4.20242E+11,,tomas.fort@fortmedica.cz,https://fortmedica.cz/,24786403,2,112,CZ010,CZ0100,Praha 8,18600,Sokolovská,5/49,"otorinolaryngologie a chirurgie hlavy a krku, otorinolaryngologie a chirurgie hlavy a krku","ambulantní péče, jednodenní péče",,MUDr. Tomáš Fořt,50.07427676,14.40153974
228124,139835,9.22806E+12,Psychiatrie Ke Koulce s.r.o.,Samostatná ordinace lékaře specialisty,Praha 5,15000,Ke Koulce,919/7,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,,4.20603E+11,,novakova.khollova@psychiatrie-praha.cz,www.psychiatrie-praha.cz,9228055,2,112,CZ010,CZ0100,Praha 5,15000,Ke Koulce,919/7,psychiatrie,ambulantní péče,,Miroslava Nováková Khollová,50.06174119,14.40419344
228112,139832,8.32957E+12,"Doktor TKALYCH, s.r.o.",Samostatná ordinace PL - stomatologa,Praha 9,19000,Sokolovská,810/304,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,,,,devizubar@gmail.com,,8329567,2,112,CZ010,CZ0100,Praha 1,11000,Václavské náměstí,832/19,zubní lékařství,ambulantní péče,,Dmytro Tkalych,50.10827738,14.49452927
122501,139830,64211000000,Fakultní nemocnice Bulovka,"Fakultní nemocnice, Porodnice, Samost. ordinace všeob. prakt. lékaře, Samostatná odborná laboratoř, Zařízení LPS",Praha 8,18000,Budínova,67/2,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 8,4.20266E+11,,info@bulovka.cz,http://www.bulovka.cz,64211,2,332,CZ010,CZ0100,Praha 8,18000,Budínova,67/2,"dětská neurologie, Fyzioterapeut, Klinický logoped, Klinický psycholog, Ortotik-protetik, Nutriční terapeut, Ergoterapeut, Porodní asistentka, Všeobecná sestra, urogynekologie, urogynekologie, urogynekologie, urgentní medicína, spondylochirurgie, spondylochirurgie, spondylochirurgie, perinatologie a fetomaternální medicína, perinatologie a fetomaternální medicína, perinatologie a fetomaternální medicína, onkochirurgie, onkochirurgie, onkochirurgie, onkogynekologie, onkogynekologie, onkogynekologie, neonatologie, neonatologie, neonatologie, korektivní dermatologie, koloproktologie, koloproktologie, koloproktologie, hrudní chirurgie, hrudní chirurgie, foniatrie, dětská urologie, dětská kardiologie, dětská endokrinologie a diabetologie, dětská dermatovenerologie, angiologie, algeziologie, algeziologie, nemocniční lékárenství, klinická farmacie, všeobecné praktické lékařství, všeobecné praktické lékařství, vnitřní lékařství, vnitřní lékařství, vnitřní lékařství, urologie, urologie, urologie, traumatologie, traumatologie, soudní lékařství, rehabilitační a fyzikální medicína, radiologie a zobrazovací metody, psychiatrie, radiační onkologie, radiační onkologie, praktické lékařství pro děti a dorost, pneumologie a ftizeologie, pneumologie a ftizeologie, pneumologie a ftizeologie, plastická chirurgie, plastická chirurgie, patologie, otorinolaryngologie a chirurgie hlavy a krku, otorinolaryngologie a chirurgie hlavy a krku, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, oftalmologie, oftalmologie, neurologie, neurologie, neurologie, lékařská mikrobiologie, klinická onkologie, klinická onkologie, klinická biochemie, kardiologie, infekční lékařství, infekční lékařství, infekční lékařství, chirurgie, chirurgie, chirurgie, hygiena a epidemiologie, hematologie a transfúzní lékařství, gynekologie a porodnictví, gynekologie a porodnictví, gynekologie a porodnictví, gynekologie a porodnictví, gastroenterologie, gastroenterologie, gastroenterologie, endokrinologie a diabetologie, endokrinologie a diabetologie, endokrinologie a diabetologie, dětské lékařství, dětské lékařství, dětské lékařství, dětská chirurgie, dětská chirurgie, dětská chirurgie, dermatovenerologie, dermatovenerologie, cévní chirurgie, cévní chirurgie, cévní chirurgie, anesteziologie a intenzivní medicína, anesteziologie a intenzivní medicína, anesteziologie a intenzivní medicína, alergologie a klinická imunologie","akutní lůžková péče intenzivní, akutní lůžková péče standardní, ambulantní péče","lékárenská péče, zdravotnická dopravní služba","Alena Wernerová, Martin Dlabal, MUDr. Tomáš Podlešák, Pavla Pelantová, Pavla Urychová, PhDr. Marcela Kottnauer Trávníčková, Zuzana Bonhomme Hankeová",50.11538512,14.46408014
228111,139806,2.27997E+13,"TREVIN Pharm s.r.o., BENU Lékárna",Lékárna,Praha 10,10100,Ukrajinská,900/13,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,,4.20732E+11,,deja@post.cz,www.benu.cz,22799729,2,112,CZ032,CZ0325,Plasy,33101,K Cihelně,501,praktické lékárenství,,lékárenská péče,Karin Strubichová,50.06521571,14.45117041
228109,139805,9.65226E+12,AceDental s.r.o.,Samostatná ordinace PL - stomatologa,Praha 7,17000,Na zátorách,613/8,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,,4.20284E+11,,alexeybezkh@gmail.com,,9652264,2,112,CZ010,CZ0100,Praha 7,17000,Na zátorách,613/8,zubní lékařství,primární ambulantní péče,,Oleksii Bezkhmelnytsyn,50.10793129,14.43800464
228110,139804,4.78562E+12,Smiling Baby Spa Clinic s.r.o.,Samostatná ordinace lékaře specialisty,Praha 7,17000,Čechova,587/29,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,,,,info@smilingbabyspaclinic.cz,,4785622,2,112,CZ010,CZ0100,Praha 7,17000,Ovenecká,323/40,"dětská neurologie, Fyzioterapeut",ambulantní péče,,"Darina Hlavatovičová, Maria Loníková",50.10251747,14.42021398
228108,139794,4.85615E+13,MUDr. Michaela Večeřová,Samostatná ordinace lékaře specialisty,Praha 1,11000,Jungmannova,26/15,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,,,,michaela.vecer@seznam.cz,,48561525,1,,CZ010,CZ0100,Praha 2,12800,Plavecká,402/10,plastická chirurgie,ambulantní péče,,,50.08071707,14.42225525
228101,139792,9.28153E+12,Mgr. Kateřina Mádle,Samostatné zařízení fyzioterapeuta,Praha 4,14000,Rostislavova,582/7,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,,,,fyziomadle@gmail.com,,9281533,1,,CZ010,CZ0100,Praha 4,14000,Rostislavova,582/7,Fyzioterapeut,specializovaná ambulantní péče,,,50.06245092,14.44567978
228102,139791,8.9479E+12,VICEBAR s.r.o.,Samostatná ordinace lékaře specialisty,Praha 4,14000,Milevská,2095/5,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,,,,,,8947899,2,112,CZ020,CZ0201,Benešov,25601,Hejtmánkova,2359,anesteziologie a intenzivní medicína,specializovaná ambulantní péče,,Robert Šachl,50.04978961,14.43715241
121589,139789,6.38749E+11,"Vyšší odborná škola zdravotnická a Střední zdravotnická škola a gymnázium, Praha 1, Alšovo nábřeží 6",Samostatné zařízení nelékaře - jiné,Praha 1,11000,Alšovo nábřeží,82/6,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 1,4.20222E+11,,voszaszs@szspraha1.cz,http://szspraha1.cz,638749,2,331,CZ010,CZ0100,Praha 1,11000,Alšovo nábřeží,82/6,Dentální hygienistka,ambulantní péče,,Veronika Marešová,50.08808264,14.41429126
228107,139788,9.06337E+12,Pediatrie Malá Strana s.r.o.,Sam.ord.prakt.lékaře pro děti a dorost,Praha 1,11800,Malostranské náměstí,38/24,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,,4.20258E+11,,polaskova.r@centrum.cz,,9063374,2,112,CZ010,CZ0100,Praha 1,11800,Malostranské náměstí,38/24,praktické lékařství pro děti a dorost,ambulantní péče,,Klára Fiala,50.08774534,14.4046887
228054,139784,9.49687E+12,MVOT s.r.o.,Samost. ordinace všeob. prakt. lékaře,Praha 9,19900,Malkovského,603,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,,,,maria.votavova@seznam.cz,,9496874,2,112,CZ010,CZ0100,Praha 9,19900,Malkovského,603,všeobecné praktické lékařství,ambulantní péče,,Monika Votavová,50.14135324,14.50694172
228051,139782,3.23875E+12,Mgr. Kateřina Kolářová,Samostatné zařízení fyzioterapeuta,Praha 8,18200,Střelničná,1680/8,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,,,,katerinakolarova9@gmail.com,,3238750,1,,CZ031,CZ0317,Tábor,39005,Budapešťská,2786/1,Fyzioterapeut,ambulantní péče,,,50.12536974,14.45935131
228094,139781,3.21816E+12,AZ doctor s.r.o.,Samost. ordinace všeob. prakt. lékaře,Praha 2,12800,Slavojova,85/14,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,,,,ivanrunczik@azdoctor.cz,,3218155,2,112,CZ010,CZ0100,Praha 2,12000,Legerova,1845/30,všeobecné praktické lékařství,ambulantní péče,,František Páša,50.06384829,14.42506223
228050,139780,1.77971E+12,Orthomedica s.r.o.,Samostatná ordinace lékaře specialisty,Praha 9,19000,Sokolovská,810/304,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,,,,info@orthomedica.cz,,1779711,2,112,CZ010,CZ0100,Praha 7,17000,Čechova,240/31,ortopedie a traumatologie pohybového ústrojí,ambulantní péče,,Michal Burian,50.10827738,14.49452927
228097,139779,2.9366E+13,MV lékárna s.r.o.,Lékárna,Praha 5,15600,Pirnerova,1395,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,,,,milanvantuch@gmail.com,,29366003,2,112,CZ064,CZ0647,Znojmo,66902,Vinohrady,3500/79,praktické lékárenství,,lékárenská péče,Milan Vantuch,49.96878208,14.38624303
228065,139778,9.25366E+12,RTG-Sono Stodůlky s.r.o.,Samostatná ordinace lékaře specialisty,Praha 5,15500,Hostinského,1533/4,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,,4.20236E+11,,petrkleibl@atlas.cz,,9253661,2,112,CZ010,CZ0100,Praha 10,10200,Vajdova,1048/27,radiologie a zobrazovací metody,ambulantní péče,,Petr Kleibl,50.04621612,14.31491308
228063,139777,8.78405E+12,SENIOR HOME GROUP s.r.o.,Domácí zdravotní péče,Praha 4,14800,Urešova,1757,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,,,,miluse.horvathova@alzheimerhome.cz,,8784051,2,112,CZ010,CZ0100,Praha 4,14800,Urešova,1757,"Všeobecná sestra, Všeobecná sestra",zdrav. péče poskytovaná ve vlastním soc. prostředí pacienta - domácí péče - ošetřovatelská,,Miluše Horváthová,50.02170308,14.48684802
240493,139776,9.32026E+12,Torqim Neo s.r.o.,Samostatná ordinace lékaře specialisty,Praha 3,13000,Chelčického,842/39,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,,,,lenkakrat@email.cz,,9320261,2,112,CZ010,CZ0100,Praha 3,13000,Votická,2245/3,psychiatrie,ambulantní péče,,Milica Hrušková,50.08383716,14.4586035
228055,139775,8.18138E+12,CHRISTIE'S MEDICAL CENTER Prague s.r.o.,Samostatná ordinace lékaře specialisty,Praha 9,19000,Paříkova,94/6,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,,,,ordinace@e-glamour.cz,,8181381,2,112,CZ010,CZ0100,Praha 9,19000,U mateřské školy,76/13,oftalmologie,ambulantní péče,,Kristína Sičová,50.11106375,14.49811583
228049,139763,2.73624E+13,KELTIA-MED s.r.o.,Poskytovatel amb. služeb (nad 5 oborů),Praha 4,14000,Roškotova,1225/1,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,,,,dr.vostep@centrum.cz,http://www.keltiamed.cz,27362361,2,112,CZ010,CZ0100,Praha 4,14200,Sládkovičova,1265/12,"Fyzioterapeut, rehabilitační a fyzikální medicína, ortopedie a traumatologie pohybového ústrojí",ambulantní péče,,"Martina Krudencová, MUDr. Vítězslav Ježek, Ondřej Bartoň",50.04034629,14.42932691
243812,139762,9.68765E+12,Mirident s.r.o.,Samostatná ordinace PL - stomatologa,Praha,11101,Na návsi,4/10,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,,,,mirkajirasova@seznam.cz,,9687653,2,112,CZ010,CZ0100,Praha 10,11101,Dolnoměcholupská,168/37,zubní lékařství,primární ambulantní péče,,Mirka Jirasová,,
228053,139759,2.71625E+13,Blue Care s.r.o.,Zařízení závodní preventivní péče,Praha 1,11000,Národní,1010/9,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,,4.20737E+11,,phodbod@bluecare.cz,http://www.bluecare.cz,27162486,2,112,CZ010,CZ0100,Praha 8,18200,Ke koupališti,1790/12,všeobecné praktické lékařství,ambulantní péče,,MUDr. Kateřina Matějková,50.08159773,14.41551713
241561,139758,6.45677E+12,Bc. Helena Krejčová DiS.,Domácí zdravotní péče,Praha 5,15000,Stroupežnického,529/6,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,,,,krejcovahelca@seznam.cz,,6456766,1,,CZ010,CZ0100,Praha 10,10000,Nad vodovodem,2033/44,Všeobecná sestra,zdrav. péče poskytovaná ve vlastním soc. prostředí pacienta - domácí péče - ošetřovatelská,,,50.06938306,14.40346352
228036,139756,9.73942E+12,MUDr. Kristián Güttler,Samostatná ordinace lékaře specialisty,Praha 1,11000,Palackého,720/5,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,,,,guttler@volny.cz,,9739416,1,,CZ010,CZ0100,Praha 1,11000,Palackého,720/5,ortopedie a traumatologie pohybového ústrojí,ambulantní péče,,,50.08113455,14.42312895
228029,139754,4.96212E+13,"BENU Česká republika s.r.o., BENU lékárna II",Lékárna,Praha 9,19800,Chlumecká,765/6,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,,4.20733E+11,4.20733E+11,p.jiristova@benu.cz,http://www.benu.cz,49621173,2,112,CZ010,CZ0100,Praha 15,10200,K pérovně,945/7,praktické lékárenství,,lékárenská péče,"Aleš Polák, Lenka Pospíchalová, Soňa Francová",50.10738432,14.5845993
228033,139748,2.13003E+12,PhDr. Alica Dargajová,Samostatné zařízení psychologa,Praha 6,16000,Badeniho,290/1,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,,,,alica.dargajova@gmail.com,,2130033,1,,CZ020,CZ020A,Roztoky,25263,Jungmannova,1742,Klinický psycholog,ambulantní péče,,,50.09701676,14.40766374
227999,139726,7.17203E+13,Mgr. Petr Ptáček,Samostatné zařízení psychologa,Praha 2,12000,Na bojišti,1950/2,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,,,,paedair@email.cz,,71720278,1,,CZ010,CZ0100,Praha 2,12000,Na bojišti,1950/2,Klinický psycholog,ambulantní péče,,,50.07296915,14.4274648
227972,139701,9.3776E+12,Zubaři Bořislavka s.r.o.,Samostatná ordinace PL - stomatologa,Praha 6,16000,náměstí Bořislavka,416/9,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,,4.20235E+11,,d.valentova@tiscali.cz,,9377603,2,112,CZ020,CZ020A,Horoměřice,25262,Velvarská,457,zubní lékařství,ambulantní péče,,Dana Valentová,50.09778096,14.3671828
227964,139694,9.68285E+12,Medivia s.r.o.,Samostatné zařízení psychologa,Praha 4,14000,Pacovská,869/31,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,,4.20261E+11,,renata.hacklova@volny.cz,,9682848,2,,CZ010,CZ0100,Praha 4,14000,Pujmanové,870/1,Klinický psycholog,ambulantní péče,,Renata Hacklová,50.04538257,14.4471162
227941,139680,9.70158E+12,MUDr. Daniel Žižka,Samostatná ordinace lékaře specialisty,Praha 10,10100,Oblouková,837/7,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,,,,danielzizka71@gmail.com,,9701583,1,,CZ010,CZ0100,Praha 10,10100,Oblouková,837/7,rehabilitační a fyzikální medicína,ambulantní péče,,,50.06585083,14.45661435
227938,139677,9.69976E+12,MUDr. Petra Vrzáčková,Samostatná ordinace lékaře specialisty,Praha 2,12000,Karlovo náměstí,319/3,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,,,,,,9699759,1,,CZ010,CZ0100,Praha 2,12000,Karlovo náměstí,319/3,sexuologie,ambulantní péče,,,50.07395587,14.41852587
227936,139676,6.19905E+12,"Ordinace Grébovka, s.r.o.",Samostatná ordinace lékaře specialisty,Praha 10,10100,Rybalkova,182/29,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,,4.20272E+11,,monika.tokarik@gmail.com,,6199046,2,112,CZ010,CZ0100,Praha 10,10100,Rybalkova,182/29,"vnitřní lékařství, gastroenterologie",ambulantní péče,,Monika Tokarik,50.07074453,14.44529833
227940,139675,8.4974E+12,MUDr. Vítězslav Ježek,Samostatná ordinace lékaře specialisty,Praha 10,10100,Oblouková,837/7,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,,,,vitouchovec@seznam.cz,,8497401,1,,CZ010,CZ0100,Praha 10,10100,Oblouková,837/7,rehabilitační a fyzikální medicína,ambulantní péče,,,50.06585083,14.45661435
227926,139674,2.70929E+13,"EMOT - Medico, s.r.o.",Samost. ordinace všeob. prakt. lékaře,Praha 9,19900,Pavla Beneše,750/12,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,,4.20731E+11,,info@emotmedico.cz,http://www.emotmedico.cz,27092887,2,112,CZ020,CZ0203,Buštěhrad,27343,Hřebečská,677/15,všeobecné praktické lékařství,ambulantní péče,,"Josef Jelínek, Yaroslav Shepelyak",50.13886349,14.51952345
226409,139668,2.8085E+12,EUC PLS s.r.o.,Zařízení závodní preventivní péče,Praha 5,15000,Kartouzská,3341/6a,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,,,,alena.rubinova@mediconet.cz,http://eucpremium.cz,2808501,2,112,CZ010,CZ0100,Praha 8,16000,Evropská,859/115,všeobecné praktické lékařství,ambulantní péče,,Tomáš Konvička,50.07424811,14.40165859
190737,139667,2.8085E+12,EUC PLS s.r.o.,Zařízení závodní preventivní péče,Praha 14,19800,Českobrodská,1329,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 14,,,alena.rubinova@mediconet.cz,http://eucpremium.cz,2808501,2,112,CZ010,CZ0100,Praha 8,16000,Evropská,859/115,všeobecné praktické lékařství,ambulantní péče,,Tomáš Konvička,50.08978038,14.55458981
211512,139665,2.67758E+13,Canadian Medical s.r.o.,"Poskytovatel amb. služeb (nad 5 oborů), Samost. ordinace všeob. prakt. lékaře",Praha 5,15000,Roentgenova,37/2,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,,,,alena.rubinova@canadian.cz,http://eucpremium.cz,26775816,2,112,CZ010,CZ0100,Praha 8,16000,Evropská,859/115,"všeobecné praktické lékařství, vnitřní lékařství",ambulantní péče,,"Jitka Jirků, Jitka Kárníková, Lucie Skalíková, MUDr. Marcela Lejsková, Pavla Marková, Petr Chalupa",50.07465941,14.35333563
